ExpenditureKey,ParentExpenditureKey,ThaiExpenditureName,EnglishExpenditureName
EG5102A,EG51A,แอลกอฮอล์สำหรับฆ่าเชื้อโรค (ตัวเงิน),Alcohol to clean the wound (cash)
EG5102BC,EG51BC,แอลกอฮอล์สำหรับฆ่าเชื้อโรค (สิ่งของ),Alcohol to clean the wound (in-kind)
EG5103A,EG51A,น้ำเกลือทำความสะอาด (ตัวเงิน),Saline (cash)
EG5103BC,EG51BC,น้ำเกลือทำความสะอาด (สิ่งของ),Saline (in-kind)
EG5104A,EG51A,ชุดตรวจโควิด (ATK) (ตัวเงิน),COVID Test Kit (ATK) (cash)
EG5104BC,EG51BC,ชุดตรวจโควิด (ATK) (สิ่งของ),COVID Test Kit (ATK) (in-kind)
EG5105A,EG51A,เวชภัณฑ์/อุปกรณ์ปฐมพยาบาลอื่น ๆ (ตัวเงิน),Other medical supplies / First aid equipment (cash)
EG5105BC,EG51BC,เวชภัณฑ์/อุปกรณ์ปฐมพยาบาลอื่น ๆ (สิ่งของ),Other medical supplies / First aid equipment (in-kind)
EG52A,EGA_702,ค่ารักษาที่โรงพยาบาลของรัฐ และสถานีอนามัย/ (ตัวเงิน),Public hospital / Health center (cash)
EG52BC,EGA_702,ค่ารักษาที่โรงพยาบาลของรัฐ และสถานีอนามัย/ (สิ่งของ),Public hospital / Health center (in-kind)
EG52_1A,EG52A,ค่ารักษาที่โรงพยาบาลของรัฐ (ตัวเงิน),Public hospital (cash)
EG52_1BC,EG52BC,ค่ารักษาที่โรงพยาบาลของรัฐ (สิ่งของ),Public hospital (in-kind)
EG52_101A,EG52_1A,ค่าตรวจ/ค่าบริการทางการแพทย์/ค่ายา (ตัวเงิน),Health checkup/ Medical services / Medicine (cash)
EG52_101BC,EG52_1BC,ค่าตรวจ/ค่าบริการทางการแพทย์/ค่ายา (สิ่งของ),Health checkup/ Medical services / Medicine (in-kind)
EG52_102A,EG52_1A,ค่าตรวจ/ค่าบริการทางการแพทย์/ค่ายา (ตัวเงิน),Health checkup/ Medical services / Medicine (cash)
EG52_102BC,EG52_1BC,ค่าตรวจ/ค่าบริการทางการแพทย์/ค่ายา (สิ่งของ),Health checkup/ Medical services / Medicine (in-kind)
EG52_103A,EG52_1A,อื่น ๆ (ระบุ) (ตัวเงิน),Others (specify) (cash)
EG52_103BC,EG52_1BC,อื่น ๆ (ระบุ) (สิ่งของ),Others (specify) (in-kind)
EG52_2A,EG52A,ค่ารักษาที่สถานีอนามัย/โรงพยาบาลส่งเสริม (ตัวเงิน),Health center / Sub-District Health Promoting (cash)
EG52_2BC,EG52BC,ค่ารักษาที่สถานีอนามัย/โรงพยาบาลส่งเสริม (สิ่งของ),Health center / Sub-District Health Promoting (in-kind)
EG53A,EGA_702,ค่ารักษาที่โรงพยาบาลเอกชน และคลินิกแพทย์ (ตัวเงิน),Private hospital / Clinic (cash)
EG53BC,EGA_702,ค่ารักษาที่โรงพยาบาลเอกชน และคลินิกแพทย์ (สิ่งของ),Private hospital / Clinic (in-kind)
EG53_1A,EG53A,ค่ารักษาที่โรงพยาบาลเอกชน (ตัวเงิน),Private hospital (cash)
EG53_1BC,EG53BC,ค่ารักษาที่โรงพยาบาลเอกชน (สิ่งของ),Private hospital (in-kind)
EG53_101A,EG53_1A,ค่าตรวจ/ค่าบริการทางการแพทย์/ค่ายา (ตัวเงิน),Health checkup / Medical service fee (cash)
EG53_101BC,EG53_1BC,ค่าตรวจ/ค่าบริการทางการแพทย์/ค่ายา (สิ่งของ),Health checkup / Medical service fee (in-kind)
EG53_102A,EG53_1A,อื่น ๆ (ระบุ) (ตัวเงิน),Others (specify) (cash)
EG53_102BC,EG53_1BC,อื่น ๆ (ระบุ) (สิ่งของ),Others (specify) (in-kind)
EG53_2A,EG53A,ค่ารักษาที่คลินิกแพทย์ (ตัวเงิน),Clinic (cash)
EG53_2BC,EG53BC,ค่ารักษาที่คลินิกแพทย์ (สิ่งของ),Clinic (in-kind)
EG53_201A,EG53_2A,ค่าตรวจ/ค่าบริการทางการแพทย์/ค่ายา (ตัวเงิน),Health checkup/ Medical services / Medicine (cash)
EG53_201BC,EG53_2BC,ค่าตรวจ/ค่าบริการทางการแพทย์/ค่ายา (สิ่งของ),Health checkup/ Medical services / Medicine (in-kind)
EG53_202A,EG53_2A,อื่น ๆ (ระบุ) (ตัวเงิน),Others (specify) (cash)
EG53_202BC,EG53_2BC,อื่น ๆ (ระบุ) (สิ่งของ),Others (specify) (in-kind)
EG54A,EGA_702,ค่ารักษาแบบพื้นบ้าน/สมุนไพร หรือ (ตัวเงิน),Traditional healer/ Herbal treatment massage (cash)
EG54BC,EGA_702,ค่ารักษาแบบพื้นบ้าน/สมุนไพร หรือ (สิ่งของ),Traditional healer/ Herbal treatment massage (in-kind)
EG5401A,EG54A,ค่ารักษาแบบพื้นบ้าน/สมุนไพร (ตัวเงิน),Public hospital (cash)
EG5401BC,EG54BC,ค่ารักษาแบบพื้นบ้าน/สมุนไพร (สิ่งของ),Public hospital (in-kind)
EG5402A,EG54A,ค่ารักษาแบบพื้นบ้าน/สมุนไพร (ตัวเงิน),Private hospital (cash)
EG5402BC,EG54BC,ค่ารักษาแบบพื้นบ้าน/สมุนไพร (สิ่งของ),Private hospital (in-kind)
EG5403A,EG54A,ค่ารักษาแบบพื้นบ้าน/สมุนไพร (ตัวเงิน),other hospital (cash)
EG5403BC,EG54BC,ค่ารักษาแบบพื้นบ้าน/สมุนไพร (สิ่งของ),other hospital (in-kind)
EG55A,EGA_702,ค่าตรวจรักษาฟันที่คลินิกทันตกรรม (ตัวเงิน),Dental clinic (cash)
EG55BC,EGA_702,ค่าตรวจรักษาฟันที่คลินิกทันตกรรม (สิ่งของ),Dental clinic (in-kind)
EG5501A,EG55A,ถอนฟัน (ตัวเงิน),Tooth extraction (cash)
EG5501BC,EG55BC,ถอนฟัน (สิ่งของ),Tooth extraction (in-kind)
EG5502A,EG55A,ค่าอุดฟัน (ตัวเงิน),The fillings (cash)
EG5502BC,EG55BC,ค่าอุดฟัน (สิ่งของ),The fillings (in-kind)
EG5503A,EG55A,ครอบฟัน/รักษารากฟัน (ตัวเงิน),Crowns / Root canal treatment (cash)
EG5503BC,EG55BC,ครอบฟัน/รักษารากฟัน (สิ่งของ),Crowns / Root canal treatment (in-kind)
EG5504A,EG55A,ค่าขูดหินปูน (ตัวเงิน),Scaling (cash)
EG5504BC,EG55BC,ค่าขูดหินปูน (สิ่งของ),Scaling (in-kind)
EG5505A,EG55A,อื่น ๆ (ไม่รวม การจัดฟันที่เป็นบริการ (ตัวเงิน),Others (Excluding orthodontics in 6.2) (specify) (cash)
EG5505BC,EG55BC,อื่น ๆ (ไม่รวม การจัดฟันที่เป็นบริการ (สิ่งของ),Others (Excluding orthodontics in 6.2) (specify) (in-kind)
EG5506A,EG55A,ถอนฟัน (ตัวเงิน),Tooth extraction (cash)
EG5506BC,EG55BC,ถอนฟัน (สิ่งของ),Tooth extraction (in-kind)
EG5507A,EG55A,ค่าอุดฟัน (ตัวเงิน),The fillings (cash)
EG5507BC,EG55BC,ค่าอุดฟัน (สิ่งของ),The fillings (in-kind)
EG5508A,EG55A,ครอบฟัน/รักษารากฟัน (ตัวเงิน),Crowns / Root canal treatment (cash)
EG5508BC,EG55BC,ครอบฟัน/รักษารากฟัน (สิ่งของ),Crowns / Root canal treatment (in-kind)
EG5509A,EG55A,ค่าขูดหินปูน (ตัวเงิน),Scaling (cash)
EG5509BC,EG55BC,ค่าขูดหินปูน (สิ่งของ),Scaling (in-kind)
EG5510A,EG55A,อื่น ๆ (ไม่รวม การจัดฟันที่เป็นบริการ (ตัวเงิน),Others (Excluding orthodontics in 6.2) (specify) (cash)
EG5510BC,EG55BC,อื่น ๆ (ไม่รวม การจัดฟันที่เป็นบริการ (สิ่งของ),Others (Excluding orthodontics in 6.2) (specify) (in-kind)
EG5511A,EG55A,ถอนฟัน (ตัวเงิน),Tooth extraction (cash)
EG5511BC,EG55BC,ถอนฟัน (สิ่งของ),Tooth extraction (in-kind)
EG5512A,EG55A,ค่าอุดฟัน (ตัวเงิน),The fillings (cash)
EG5512BC,EG55BC,ค่าอุดฟัน (สิ่งของ),The fillings (in-kind)
EG5513A,EG55A,ครอบฟัน/รักษารากฟัน (ตัวเงิน),Crowns / Root canal treatment (cash)
EG5513BC,EG55BC,ครอบฟัน/รักษารากฟัน (สิ่งของ),Crowns / Root canal treatment (in-kind)
EG5514A,EG55A,ค่าขูดหินปูน (ตัวเงิน),Scaling (cash)
EG5514BC,EG55BC,ค่าขูดหินปูน (สิ่งของ),Scaling (in-kind)
EG5515A,EG55A,อื่น ๆ (ไม่รวม การจัดฟันที่เป็นบริการ (ตัวเงิน),Others (Excluding orthodontics in 6.2) (specify) (cash)
EG5515BC,EG55BC,อื่น ๆ (ไม่รวม การจัดฟันที่เป็นบริการ (สิ่งของ),Others (Excluding orthodontics in 6.2) (specify) (in-kind)
EG56A,EGA_702,ค่าตรวจสายตา และประกอบแว่น (ตัวเงิน),Optometry services & Equipment (cash)
EG56BC,EGA_702,ค่าตรวจสายตา และประกอบแว่น (สิ่งของ),Optometry services & Equipment (in-kind)
EG57A,EGA_702,ค่าตรวจสุขภาพประจำปี/ตามที่แพทย์นัด (ตัวเงิน),Annual health checkup / Pregnancy checker (cash)
EG57BC,EGA_702,ค่าตรวจสุขภาพประจำปี/ตามที่แพทย์นัด (สิ่งของ),Annual health checkup / Pregnancy checker (in-kind)
EG58A,EGA_703,ค่ารักษาที่โรงพยาบาลของรัฐ และสถานีอนามัย/ (ตัวเงิน),Public hospital/ Public health center (cash)
EG58BC,EGA_703,ค่ารักษาที่โรงพยาบาลของรัฐ และสถานีอนามัย/ (สิ่งของ),Public hospital/ Public health center (in-kind)
EG58_1A,EG58A,ค่ารักษาที่โรงพยาบาลของรัฐ (ตัวเงิน),Public hospital (cash)
EG58_1BC,EG58BC,ค่ารักษาที่โรงพยาบาลของรัฐ (สิ่งของ),Public hospital (in-kind)
EG58_101A,EG58A,ค่าตรวจ/ค่าบริการทางการแพทย์/ค่ายา (ตัวเงิน),Health checkup/ Medical services / Medicine (cash)
EG58_101BC,EG58BC,ค่าตรวจ/ค่าบริการทางการแพทย์/ค่ายา (สิ่งของ),Health checkup/ Medical services / Medicine (in-kind)
EG58_102A,EG58A,ค่าห้องพักคนไข้ (ตัวเงิน),Patient room fees (cash)
EG58_102BC,EG58BC,ค่าห้องพักคนไข้ (สิ่งของ),Patient room fees (in-kind)
EG58_103A,EG58A,อื่น ๆ (ระบุ) (ตัวเงิน),Others (specify) (cash)
EG58_103BC,EG58BC,อื่น ๆ (ระบุ) (สิ่งของ),Others (specify) (in-kind)
EG58_2A,EG58A,ค่ารักษาที่สถานีอนามัย/โรงพยาบาลส่งเสริม (ตัวเงิน),Sub-District Health Promoting Hospital (cash)
EG58_2BC,EG58BC,ค่ารักษาที่สถานีอนามัย/โรงพยาบาลส่งเสริม (สิ่งของ),Sub-District Health Promoting Hospital (in-kind)
EG59A,EGA_703,ค่ารักษาที่โรงพยาบาลเอกชน และคลินิกแพทย์ (ตัวเงิน),Private hospital / Clinic (cash)
EG59BC,EGA_703,ค่ารักษาที่โรงพยาบาลเอกชน และคลินิกแพทย์ (สิ่งของ),Private hospital / Clinic (in-kind)
EG59_1A,EG59A,ค่ารักษาที่โรงพยาบาลเอกชน (ตัวเงิน),Private hospital (cash)
EG59_1BC,EG59BC,ค่ารักษาที่โรงพยาบาลเอกชน (สิ่งของ),Private hospital (in-kind)
EG59_101A,EG59A,ค่าตรวจ/ค่าบริการทางการแพทย์/ค่ายา (ตัวเงิน),Health checkup/ Medical services / Medicine (cash)
EG59_101BC,EG59BC,ค่าตรวจ/ค่าบริการทางการแพทย์/ค่ายา (สิ่งของ),Health checkup/ Medical services / Medicine (in-kind)
EG59_102A,EG59A,ค่าห้องพักคนไข้ (ตัวเงิน),Patient room fees (cash)
EG59_102BC,EG59BC,ค่าห้องพักคนไข้ (สิ่งของ),Patient room fees (in-kind)
EG59_103A,EG59A,อื่น ๆ (ระบุ) (ตัวเงิน),Others (specify) (cash)
EG59_103BC,EG59BC,อื่น ๆ (ระบุ) (สิ่งของ),Others (specify) (in-kind)
EG59_2A,EG59A,ค่ารักษาที่คลินิกแพทย์ (ตัวเงิน),Clinic (cash)
EG59_2BC,EG59BC,ค่ารักษาที่คลินิกแพทย์ (สิ่งของ),Clinic (in-kind)
EG60A,EGA_703,ค่าใช้จ่ายอื่น ๆ (เช่น ค่าจ้างพยาบาลพิเศษ (ตัวเงิน),Other expenses (cash)
EG60BC,EGA_703,ค่าใช้จ่ายอื่น ๆ (เช่น ค่าจ้างพยาบาลพิเศษ (สิ่งของ),Other expenses (in-kind)
EG61A,EGA_801,รถยนต์ส่วนบุคคล รถปิคอัพ รถตู้ (ตัวเงิน),"Personal car, pick up, van (cash)"
EG61BC,EGA_801,รถยนต์ส่วนบุคคล รถปิคอัพ รถตู้ (สิ่งของ),"Personal car, pick up, van (in-kind)"
EG6101A,EG61A,รถยนต์ส่วนบุคคล/รถยนต์อเนกประสงค์ (ตัวเงิน),Personal car / Multi-purpose vehicle (cash)
EG6101BC,EG61BC,รถยนต์ส่วนบุคคล/รถยนต์อเนกประสงค์ (สิ่งของ),Personal car / Multi-purpose vehicle (in-kind)
EG6102A,EG61A,รถปิคอัพ (ตัวเงิน),Pick up (cash)
EG6102BC,EG61BC,รถปิคอัพ (สิ่งของ),Pick up (in-kind)
EG6103A,EG61A,รถตู้/รถอื่น ๆ (ตัวเงิน),Van (cash)
EG6103BC,EG61BC,รถตู้/รถอื่น ๆ (สิ่งของ),Van (in-kind)
EG62A,EGA_801,รถจักรยานยนต์ รถจักรยาน และยานพาหนะอื่น ๆ (ตัวเงิน),"Motorcycle, bicycle and others (cash)"
EG62BC,EGA_801,รถจักรยานยนต์ รถจักรยาน และยานพาหนะอื่น ๆ (สิ่งของ),"Motorcycle, bicycle and others (in-kind)"
EG6201A,EG62A,รถจักรยานยนต์ (ตัวเงิน),Motorcycle (cash)
EG6201BC,EG62BC,รถจักรยานยนต์ (สิ่งของ),Motorcycle (in-kind)
EG6202A,EG62A,รถจักรยาน (ตัวเงิน),Bicycle (cash)
EG6202BC,EG62BC,รถจักรยาน (สิ่งของ),Bicycle (in-kind)
EG6203A,EG62A,ยานพาหนะอื่น ๆ (ระบุ) (ตัวเงิน),Others (specify) (cash)
EG6203BC,EG62BC,ยานพาหนะอื่น ๆ (ระบุ) (สิ่งของ),Others (specify) (in-kind)
EG63A,EGA_801,ค่าติดตั้งอุปกรณ์และอื่น ๆ สำหรับยานพาหนะ (ตัวเงิน),Equipment installation and others (cash)
EG63BC,EGA_801,ค่าติดตั้งอุปกรณ์และอื่น ๆ สำหรับยานพาหนะ (สิ่งของ),Equipment installation and others (in-kind)
EG6301A,EG63A,กล้องติดรถยนต์ (ตัวเงิน),Car camera (cash)
EG6301BC,EG63BC,กล้องติดรถยนต์ (สิ่งของ),Car camera (in-kind)
EG6302A,EG63A,ฟิล์มติดรถยนต์ (ตัวเงิน),Car film (cash)
EG6302BC,EG63BC,ฟิล์มติดรถยนต์ (สิ่งของ),Car film (in-kind)
EG6303A,EG63A,คาร์ซีท (ตัวเงิน),Car seat (cash)
EG6303BC,EG63BC,คาร์ซีท (สิ่งของ),Car seat (in-kind)
EG6304A,EG63A,อื่น ๆ (ระบุ) (ตัวเงิน),Others (specify) (cash)
EG6304BC,EG63BC,อื่น ๆ (ระบุ) (สิ่งของ),Others (specify) (in-kind)
EG64A,EGA_802,ยางนอกและยางใน แบตเตอรี่ (ตัวเงิน),"Tire and inner tire, Battery (cash)"
EG64BC,EGA_802,ยางนอกและยางใน แบตเตอรี่ (สิ่งของ),"Tire and inner tire, Battery (in-kind)"
EG6401A,EG64A,ยางรถยนต์ (พร้อมค่าเปลี่ยนยาง) (ตัวเงิน),Car tyres (with tire change fee) (cash)
EG6401BC,EG64BC,ยางรถยนต์ (พร้อมค่าเปลี่ยนยาง) (สิ่งของ),Car tyres (with tire change fee) (in-kind)
EG6402A,EG64A,ยางนอก (จักรยานยนต์ จักรยาน สามล้อ ฯลฯ) (ตัวเงิน),"Tyres (motorcycle, bicycle, tricycle, etc.) (cash)"
EG6402BC,EG64BC,ยางนอก (จักรยานยนต์ จักรยาน สามล้อ ฯลฯ) (สิ่งของ),"Tyres (motorcycle, bicycle, tricycle, etc.) (in-kind)"
EG6403A,EG64A,ยางใน (จักรยานยนต์ จักรยาน สามล้อ ฯลฯ) (ตัวเงิน),"Inner tyres (motorcycle, bicycle, tricycle, etc.) (cash)"
EG6403BC,EG64BC,ยางใน (จักรยานยนต์ จักรยาน สามล้อ ฯลฯ) (สิ่งของ),"Inner tyres (motorcycle, bicycle, tricycle, etc.) (in-kind)"
EG6404A,EG64A,แบตเตอรี่รถยนต์ (ตัวเงิน),Car battery (cash)
EG6404BC,EG64BC,แบตเตอรี่รถยนต์ (สิ่งของ),Car battery (in-kind)
EG6405A,EG64A,แบตเตอรี่รถจักรยานยนต์ (ตัวเงิน),Motorcycle battery (cash)
EG6405BC,EG64BC,แบตเตอรี่รถจักรยานยนต์ (สิ่งของ),Motorcycle battery (in-kind)
EG6406A,EG64A,แบตเตอรี่ยานพาหนะอื่น ๆ (ตัวเงิน),Other vehicle batteries (cash)
EG6406BC,EG64BC,แบตเตอรี่ยานพาหนะอื่น ๆ (สิ่งของ),Other vehicle batteries (in-kind)
EG65A,EGA_802,น้ำมันเครื่อง/น้ำมันหล่อลี่นทุกชนิด (ตัวเงิน),Engine oil & Lubricant (cash)
EG65BC,EGA_802,น้ำมันเครื่อง/น้ำมันหล่อลี่นทุกชนิด (สิ่งของ),Engine oil & Lubricant (in-kind)
EG6501A,EG65A,ค่าซื้อน้ำมันเครื่อง/น้ำมันเบรค/ (ตัวเงิน),Purchase of engine oil / brake fluid / (cash)
EG6501BC,EG65BC,ค่าซื้อน้ำมันเครื่อง/น้ำมันเบรค/ (สิ่งของ),Purchase of engine oil / brake fluid / (in-kind)
EG6502A,EG65A,ค่าซื้อและค่าแรงเปลี่ยนน้ำมันเครื่อง/น้ำมันเบรค/ (ตัวเงิน),Purchase and wages for changing engine oil / (cash)
EG6502BC,EG65BC,ค่าซื้อและค่าแรงเปลี่ยนน้ำมันเครื่อง/น้ำมันเบรค/ (สิ่งของ),Purchase and wages for changing engine oil / (in-kind)
EG66A,EGA_802,ค่ายกเครื่อง ซ่อมแซม (ตัวเงิน),"Overhaul, Repairing (cash)"
EG66BC,EGA_802,ค่ายกเครื่อง ซ่อมแซม (สิ่งของ),"Overhaul, Repairing (in-kind)"
EG6601A,EG66A,"ค่าเปลี่ยน/ซ่อมระบบเบรค,ไดร์ทสตาร์ท (ตัวเงิน)","Replacement / Repair of brake system, (cash)"
EG6601BC,EG66BC,"ค่าเปลี่ยน/ซ่อมระบบเบรค,ไดร์ทสตาร์ท (สิ่งของ)","Replacement / Repair of brake system, (in-kind)"
EG6602A,EG66A,ค่าเปลี่ยน/ซ่อมระบบแอร์ (ตัวเงิน),Replacement / Repair of the air conditioning (cash)
EG6602BC,EG66BC,ค่าเปลี่ยน/ซ่อมระบบแอร์ (สิ่งของ),Replacement / Repair of the air conditioning (in-kind)
EG6603A,EG66A,ค่าเปลี่ยนหัวเทียน (ตัวเงิน),Spark plug replacement (cash)
EG6603BC,EG66BC,ค่าเปลี่ยนหัวเทียน (สิ่งของ),Spark plug replacement (in-kind)
EG6604A,EG66A,ค่าเปลี่ยนไส้กรองอากาศ/เชื้อเพลิง (ตัวเงิน),Air / Fuel filter replacement (cash)
EG6604BC,EG66BC,ค่าเปลี่ยนไส้กรองอากาศ/เชื้อเพลิง (สิ่งของ),Air / Fuel filter replacement (in-kind)
EG6605A,EG66A,ค่าเปลี่ยน/ซ่อมอื่น ๆ (ตัวเงิน),Other replacement / repair expenses (cash)
EG6605BC,EG66BC,ค่าเปลี่ยน/ซ่อมอื่น ๆ (สิ่งของ),Other replacement / repair expenses (in-kind)
EG67A,EGA_802,ค่าเรียนขับรถ/ใบอนุญาตขับขี่ และทะเบียนรถ (ตัวเงิน),"Driver training, Driving license, Registration fees (cash)"
EG67BC,EGA_802,ค่าเรียนขับรถ/ใบอนุญาตขับขี่ และทะเบียนรถ (สิ่งของ),"Driver training, Driving license, Registration fees (in-kind)"
EG6701A,EG67A,ค่าเรียนขับรถ ใบอนุญาตขับขี่ (ตัวเงิน),"Driver training, driving license (cash)"
EG6701BC,EG67BC,ค่าเรียนขับรถ ใบอนุญาตขับขี่ (สิ่งของ),"Driver training, driving license (in-kind)"
EG6702A,EG67A,รถยนต์ (ตัวเงิน),Car (cash)
EG6702BC,EG67BC,รถยนต์ (สิ่งของ),Car (in-kind)
EG6703A,EG67A,รถจักรยานยนต์ (ตัวเงิน),Motorcycle (cash)
EG6703BC,EG67BC,รถจักรยานยนต์ (สิ่งของ),Motorcycle (in-kind)
EG6704A,EG67A,ยานพาหนะอื่น ๆ (ระบุ) (ตัวเงิน),Others (specify) (cash)
EG6704BC,EG67BC,ยานพาหนะอื่น ๆ (ระบุ) (สิ่งของ),Others (specify) (in-kind)
EG6705A,EG67A,รถยนต์ (ตัวเงิน),Car (cash)
EG6705BC,EG67BC,รถยนต์ (สิ่งของ),Car (in-kind)
EG6706A,EG67A,รถจักรยานยนต์ (ตัวเงิน),Motorcycle (cash)
EG6706BC,EG67BC,รถจักรยานยนต์ (สิ่งของ),Motorcycle (in-kind)
EG68A,EGA_802,หมวกนิรภัย (หมวกกันน็อค) (ตัวเงิน),Crash helmet (cash)
EG68BC,EGA_802,หมวกนิรภัย (หมวกกันน็อค) (สิ่งของ),Crash helmet (in-kind)
EG69A,EGA_802,ค่าบริการล้าง/อัดฉีดรถ ปะยางรถ (ตัวเงิน),Washing / Lubrication / Types repairing (cash)
EG69BC,EGA_802,ค่าบริการล้าง/อัดฉีดรถ ปะยางรถ (สิ่งของ),Washing / Lubrication / Types repairing (in-kind)
EG6901A,EG69A,ค่าบริการล้าง/อัดฉีดรถ/เคลือบ (ตัวเงิน),Washing / Lubrication / Coating (cash)
EG6901BC,EG69BC,ค่าบริการล้าง/อัดฉีดรถ/เคลือบ (สิ่งของ),Washing / Lubrication / Coating (in-kind)
EG6902A,EG69A,ปะยางรถ (ตัวเงิน),Tyres repairing (cash)
EG6902BC,EG69BC,ปะยางรถ (สิ่งของ),Tyres repairing (in-kind)
EG6903A,EG69A,บริการอื่น ๆ นอกจากปะยางรถ (ตัวเงิน),Other services (cash)
EG6903BC,EG69BC,บริการอื่น ๆ นอกจากปะยางรถ (สิ่งของ),Other services (in-kind)
EG70A,EGA_802,ค่าใช้จ่ายในการบำรุงรักษาและอื่น ๆ (ตัวเงิน),Maintenance cost and others (cash)
EG70BC,EGA_802,ค่าใช้จ่ายในการบำรุงรักษาและอื่น ๆ (สิ่งของ),Maintenance cost and others (in-kind)
EG7001A,EG70A,ค่าบริการที่จอดรถ/ค่าฝาก (ตัวเงิน),Parking fee (cash)
EG7001BC,EG70BC,ค่าบริการที่จอดรถ/ค่าฝาก (สิ่งของ),Parking fee (in-kind)
EG7002A,EG70A,ค่าผ่านทางด่วน ดอนเมือง - โทลเวย์ (ตัวเงิน),Don Muang tollway (cash)
EG7002BC,EG70BC,ค่าผ่านทางด่วน ดอนเมือง - โทลเวย์ (สิ่งของ),Don Muang tollway (in-kind)
EG7003A,EG70A,"ค่าผ่านทางด่วนขั้นที่ 1 , 2 (ตัวเงิน)","Expressway (1st, 2nd stage) (cash)"
EG7003BC,EG70BC,"ค่าผ่านทางด่วนขั้นที่ 1 , 2 (สิ่งของ)","Expressway (1st, 2nd stage) (in-kind)"
EG7004A,EG70A,ค่าผ่านทางประเภทอื่น (ระบุ) (ตัวเงิน),Other types of toll (specify) (cash)
EG7004BC,EG70BC,ค่าผ่านทางประเภทอื่น (ระบุ) (สิ่งของ),Other types of toll (specify) (in-kind)
EG7005A,EG70A,ค่าใช้จ่ายในการบำรุงรักษาและอื่น ๆ (ตัวเงิน),Other maintenance costs (cash)
EG7005BC,EG70BC,ค่าใช้จ่ายในการบำรุงรักษาและอื่น ๆ (สิ่งของ),Other maintenance costs (in-kind)
EG71A,EGA_803,รถ/เรือ/รถไฟ/รถไฟฟ้า/เครื่องบิน ประจำทาง (ตัวเงิน),"Public bus, Boat, Train, Bts/Mrt, Airplane (cash)"
EG71BC,EGA_803,รถ/เรือ/รถไฟ/รถไฟฟ้า/เครื่องบิน ประจำทาง (สิ่งของ),"Public bus, Boat, Train, Bts/Mrt, Airplane (in-kind)"
EG7101A,EG71A,รถขนาดใหญ่ (รถเมล์/รถบัส) (ตัวเงิน),Bus (cash)
EG7101BC,EG71BC,รถขนาดใหญ่ (รถเมล์/รถบัส) (สิ่งของ),Bus (in-kind)
EG7102A,EG71A,รถขนาดเล็ก (รถสองแถว/รถกระป๊อ) (ตัวเงิน),Small car (minibus / truck) (cash)
EG7102BC,EG71BC,รถขนาดเล็ก (รถสองแถว/รถกระป๊อ) (สิ่งของ),Small car (minibus / truck) (in-kind)
EG7103A,EG71A,รถตู้ (ตัวเงิน),Van (cash)
EG71013A,EG71A,(ตัวเงิน),(cash)
EG7104A,EG71A,รถประจำทาง (ไม่ปรับอากาศ) (ตัวเงิน),Open air bus (cash)
EG7104BC,EG71BC,รถประจำทาง (ไม่ปรับอากาศ) (สิ่งของ),Open air bus (in-kind)
EG7105A,EG71A,รถประจำทางปรับอากาศ VIP (ตัวเงิน),VIP / First class air-conditioned bus (cash)
EG7105BC,EG71BC,รถประจำทางปรับอากาศ VIP (สิ่งของ),VIP / First class air-conditioned bus (in-kind)
EG7106A,EG71A,รถประจำทางปรับอากาศชั้น 2 (ตัวเงิน),Second class air-conditioned bus (cash)
EG7106BC,EG71BC,รถประจำทางปรับอากาศชั้น 2 (สิ่งของ),Second class air-conditioned bus (in-kind)
EG7107A,EG71A,รถตู้ (ตัวเงิน),Van (cash)
EG7107BC,EG71BC,รถตู้ (สิ่งของ),Van (in-kind)
EG7108A,EG71A,รถอื่น ๆ (รวม รถเมล์/บัส/สองแถว/กระป๊อ) (ตัวเงิน),Other vehicles (cash)
EG7108BC,EG71BC,รถอื่น ๆ (รวม รถเมล์/บัส/สองแถว/กระป๊อ) (สิ่งของ),Other vehicles (in-kind)
EG7109A,EG71A,ค่าโดยสารเรือ (ตัวเงิน),Boat  fare (cash)
EG7109BC,EG71BC,ค่าโดยสารเรือ (สิ่งของ),Boat  fare (in-kind)
EG7110A,EG71A,เดินทางในจังหวัด (ตัวเงิน),Travel in the province (cash)
EG7110BC,EG71BC,เดินทางในจังหวัด (สิ่งของ),Travel in the province (in-kind)
EG7111A,EG71A,เดินทางระหว่างจังหวัด (ตัวเงิน),Travel between provinces (cash)
EG7111BC,EG71BC,เดินทางระหว่างจังหวัด (สิ่งของ),Travel between provinces (in-kind)
EG7112A,EG71A,รถไฟฟ้าชนิดลอยฟ้า (ตัวเงิน),Sky train (BTS) (cash)
EG7112BC,EG71BC,รถไฟฟ้าชนิดลอยฟ้า (สิ่งของ),Sky train (BTS) (in-kind)
EG7113A,EG71A,รถไฟฟ้าชนิดใต้ดิน (ตัวเงิน),Subway (MRT) (cash)
EG7113BC,EG71BC,รถไฟฟ้าชนิดใต้ดิน (สิ่งของ),Subway (MRT) (in-kind)
EG7114A,EG71A,รถไฟฟ้าทั้งลอยฟ้าและใต้ดิน (ตัวเงิน),Sky train and subway (cash)
EG7114BC,EG71BC,รถไฟฟ้าทั้งลอยฟ้าและใต้ดิน (สิ่งของ),Sky train and subway (in-kind)
EG7115A,EG71A,รถไฟฟ้าแอร์พอร์ตลิ้งค์ (ตัวเงิน),Airport rail link (cash)
